Protocol #	Country	Site #	Site Status	Site Enroll Status	PI Last Name	PI First Name	Account	Site Clin Complete - Actual	CTP Complete Date - Actual	Data Refresh Date
AI438-047	Russian Federation	168	Cancelled	Not Recruiting	Shuldyakov	Andrey	Saratov Regional Aids And Infectious Deseases Center			12/7/2018
AI438-047	Russian Federation	175	Clinically Complete	Completed	Plotnikova	Yulia	Irkutsk AIDS Regional center	9/28/2016 0:00	3/16/2016 0:00	12/7/2018
AI438-047	Russian Federation	192	Clinically Complete	"Active, Not Recruiting"	Kulagin	Valeriy	Centre For Aids And Infec. Diseas. Treatm. And Prophylaxis	10/12/2016 0:00	3/23/2016 0:00	12/7/2018
AI438-047	South Africa	147	Clinically Complete	Terminated	Chetty	Uthestra	The Aurum Institute	5/5/2016 0:00	9/9/2015 0:00	12/7/2018
AI438-047	South Africa	148	Cancelled	Not Recruiting	Farisani	Livhuwani	Synexus Clinical Research Sa			12/7/2018
AI438-047	South Africa	149	Clinically Complete	Recruiting	Fourie	Jan	Dr J Fourie Medical Centre	5/23/2016 0:00	8/13/2015 0:00	12/7/2018
AI438-047	South Africa	150	Active	Recruiting	Latiff	Gulam	Private Practice		8/14/2015 0:00	12/7/2018
AI438-047	South Africa	151	Clinically Complete	Recruiting	Lombaard	Johannes	Josha Research	6/14/2016 0:00	10/5/2015 0:00	12/7/2018
AI438-047	South Africa	152	Clinically Complete	Recruiting	Malan	Daniel	Phoenix Pharma (Pty) Ltd	6/7/2016 0:00	7/17/2015 0:00	12/7/2018
AI438-047	South Africa	153	Active	Recruiting	Mitha	Ismail	Lakeview Hospital		8/13/2015 0:00	12/7/2018
AI438-047	South Africa	154	Clinically Complete	Recruiting	Orrell	Catherine	Desmond Tutu Hiv Foundation	5/10/2016 0:00	8/20/2015 0:00	12/7/2018
AI438-047	South Africa	155	Clinically Complete	Recruiting	Rassool	Mohammed	Clinical HIV Research Unit	5/6/2016 0:00	9/10/2015 0:00	12/7/2018
AI438-047	South Africa	156	Clinically Complete	Recruiting	van Schalkwyk	Marije	Kidcru Ward J8	7/6/2016 0:00	11/2/2015 0:00	12/7/2018
AI438-047	Spain	74	Clinically Complete	Completed	Antela	Antonio	Hospital Clinico De Santiago	6/7/2016 0:00	7/23/2015 0:00	12/7/2018
AI438-047	Spain	75	Active	"Active, Not Recruiting"	Moreno	Santiago	Hospital Ramon Y Cajal		6/25/2015 0:00	12/7/2018
AI438-047	Spain	79	Clinically Complete	Completed	Blanco	Jose	Hospital Clinic De Barcelona	6/23/2016 0:00	7/2/2015 0:00	12/7/2018
AI438-047	Spain	80	Active	"Active, Not Recruiting"	Llibre	Josep	Hosp Unv Germans Trias I Pujol		6/22/2015 0:00	12/7/2018
AI438-047	Spain	81	Active	"Active, Not Recruiting"	Pineda	Juan Antonio	Hospital Universitario De Valme		11/5/2015 0:00	12/7/2018
AI438-047	Taiwan	21	Active	Recruiting	Hung	Chien-Ching	National Taiwan University Hospital		1/21/2016 0:00	12/7/2018
AI438-047	Taiwan	26	Clinically Complete	Recruiting	Tsai	Hung-Chin	Kaohsiung Veterans General Hospital	5/27/2016 0:00	1/26/2016 0:00	12/7/2018
AI438-047	USA	42	Active	"Active, Not Recruiting"	Berhe	Mezgebe	North Texas Infectious Disease Consultants		4/14/2015 0:00	12/7/2018
AI438-047	USA	43	Active	"Active, Not Recruiting"	Kumar	Princy	Georgetown University Hospital		5/29/2015 0:00	12/7/2018
AI438-047	USA	44	Active	"Active, Not Recruiting"	Dejesus	Edwin	Orlando Immunology Center		2/13/2015 0:00	12/7/2018
AI438-047	USA	45	Active	"Active, Not Recruiting"	Kozal	Michael	Yale University		4/28/2015 0:00	12/7/2018
AI438-047	USA	46	Active	"Active, Not Recruiting"	Jain	Mamta	UT Southwestern Medical Center		6/30/2015 0:00	12/7/2018
AI438-047	USA	47	Cancelled	Not Recruiting	Jayaweera	Dushyantha	University of Miami			12/7/2018
AI438-047	USA	55	Active	"Active, Not Recruiting"	Ramgopal	Moti	Midway Immunology And Research Center		3/6/2015 0:00	12/7/2018
AI438-047	USA	56	Active	"Active, Not Recruiting"	Lennox	Jeffrey	Emory University School Of Medicine		5/21/2015 0:00	12/7/2018
AI438-047	USA	57	Active	"Active, Not Recruiting"	Towner	William	Kaiser Permanente Medical Center		4/25/2015 0:00	12/7/2018
AI438-047	USA	58	Active	"Active, Not Recruiting"	Lalezari	Jacob	Quest Clinical Research		3/1/2015 0:00	12/7/2018
AI438-047	USA	59	Active	"Active, Not Recruiting"	Thompson	Melanie	"Aids Research Consortium Of Atlanta, Inc."		3/13/2015 0:00	12/7/2018
AI438-047	USA	69	Active	"Active, Not Recruiting"	Osiyemi	Olayemi	"Triple O Research Institute, P.A."		4/22/2015 0:00	12/7/2018
AI438-047	USA	78	Active	"Active, Not Recruiting"	Mcgowan	Joseph	North Shore University Hospital		8/24/2015 0:00	12/7/2018
AI438-047	USA	82	Active	"Active, Not Recruiting"	Grossberg	Robert	Montefiore Medical Center		6/18/2015 0:00	12/7/2018
AI438-047	USA	83	Active	"Active, Not Recruiting"	Fichtenbaum	Carl	University Of Cincinnati College Of Medicine		9/3/2015 0:00	12/7/2018
AI438-047	USA	84	Clinically Complete	On Hold	Nahass	Ronald	Id Care	7/18/2016 0:00	4/23/2015 0:00	12/7/2018
AI438-047	USA	85	Active	"Active, Not Recruiting"	Wilkin	Timothy	Weill Cornell Medical College		7/27/2015 0:00	12/7/2018
AI438-047	USA	86	Active	"Active, Not Recruiting"	Gupta	Samir	Indiana University Infectious Diseases		5/4/2015 0:00	12/7/2018
AI438-047	USA	103	Active	"Active, Not Recruiting"	Loftus	Richard	"Palmtree Clinical Research, Inc."		3/23/2015 0:00	12/7/2018
AI438-047	USA	121	Active	"Active, Not Recruiting"	Mckellar	Mehri	Duke University Medical Center		6/24/2015 0:00	12/7/2018
AI438-047	USA	131	Active	"Active, Not Recruiting"	Haas	Frances	Healthcare Research Consultants		3/27/2015 0:00	12/7/2018
AI438-047	USA	132	Active	"Active, Not Recruiting"	Drelichman	Vilma	Newland Medical Associates		7/27/2015 0:00	12/7/2018
AI438-047	USA	146	Cancelled	Not Recruiting	Koletar	Susan	"Ohio State University, Division Of Infectious Diseases"			12/7/2018
AI438-047	USA	158	Clinically Complete	"Active, Not Recruiting"	Johnson	Marc	Carolinas Healthcare System	6/6/2016 0:00	8/18/2015 0:00	12/7/2018
AI438-047	USA	159	Active	"Active, Not Recruiting"	Creticos	Catherine	Howard Brown Health Center		5/27/2015 0:00	12/7/2018
AI438-047	USA	160	Clinically Complete	Completed	Davis	Charles	University Of Maryland At Baltimore	7/13/2016 0:00	7/27/2015 0:00	12/7/2018
AI438-047	USA	161	Clinically Complete	"Active, Not Recruiting"	Casey	Kathleen	Jersey Shore University Medical Center	5/13/2016 0:00	9/30/2015 0:00	12/7/2018
AI438-047	USA	162	Clinically Complete	"Active, Not Recruiting"	Pollard	Richard	Uc Davis Medical Center Hospital	5/12/2016 0:00	10/28/2015 0:00	12/7/2018
AI438-047	USA	163	Active	"Active, Not Recruiting"	Schrader	Shannon	Research Access Network		6/8/2015 0:00	12/7/2018
AI438-047	USA	165	Clinically Complete	Completed	Sims	James	St. Hope Foundation	5/12/2016 0:00	5/29/2015 0:00	12/7/2018
AI438-047	USA	166	Active	"Active, Not Recruiting"	Mills	Anthony	Anthony M. Mills Md Inc		4/20/2015 0:00	12/7/2018
AI438-047	USA	167	Active	"Active, Not Recruiting"	Durand	Christine	Johns Hopkins Medical Institute		8/19/2015 0:00	12/7/2018
AI438-047	USA	169	Clinically Complete	Completed	Dube	Michael	Rand Schrader Clinic	8/2/2016 0:00	1/27/2016 0:00	12/7/2018
AI438-047	USA	170	Active	"Active, Not Recruiting"	Lubelchek	Ronald	The Core Center		6/30/2015 0:00	12/7/2018
AI438-047	USA	171	Active	"Active, Not Recruiting"	Tebas	Pablo	University Of Pennsylvania		10/5/2015 0:00	12/7/2018
AI438-047	USA	172	Active	"Active, Not Recruiting"	Eron	Joseph J.	Unc Chapel Hill		5/19/2015 0:00	12/7/2018
AI438-047	USA	173	Clinically Complete	Not Applicable	Jordan	Wilbert	Oasis Clin. King-Drew Med Ctr	3/26/2016 0:00	6/26/2015 0:00	12/7/2018
AI438-047	USA	174	Active	"Active, Not Recruiting"	Aberg	Judith	Icahn School Of Medicine At Mount Sinai		8/7/2015 0:00	12/7/2018
AI438-047	USA	177	Clinically Complete	Completed	King	William	W King Health Care Group	6/22/2016 0:00	6/29/2015 0:00	12/7/2018
AI438-047	USA	178	Cancelled	Not Recruiting	Pau	Alice	National Institute Of Health			12/7/2018
AI438-047	USA	180	Active	"Active, Not Recruiting"	Campbell	Thomas	University Of Colorado Denver		7/6/2015 0:00	12/7/2018
AI438-047	USA	183	Clinically Complete	Completed	Goldstein	Deborah	Whitman Walker Health	6/8/2016 0:00	6/18/2015 0:00	12/7/2018
AI438-047	USA	184	Active	"Active, Not Recruiting"	Hagins	Debbie	Chatham County Health Department		6/2/2015 0:00	12/7/2018
AI438-047	USA	185	Active	"Active, Not Recruiting"	Wurcel	Alysse	Tufts Medical Center		6/30/2015 0:00	12/7/2018
AI438-047	USA	186	Clinically Complete	"Active, Not Recruiting"	Cunningham	Douglas	Pueblo Family Physicians Ltd	7/1/2016 0:00	7/7/2015 0:00	12/7/2018
AI438-047	USA	187	Clinically Complete	"Active, Not Recruiting"	Collier	Ann	Harborview Medical Center	6/17/2016 0:00	12/16/2015 0:00	12/7/2018
AI438-047	USA	188	Cancelled	Not Recruiting	Stephens	Jeffrey	Mercer University			12/7/2018
AI438-047	USA	189	Active	"Active, Not Recruiting"	Bartczak	Jennifer	"Rowan Tree Medical, P.A."		8/7/2015 0:00	12/7/2018
AI438-047	USA	190	Clinically Complete	"Active, Not Recruiting"	Karris	Maile	Ucsd Antiviral Research Center (Avrc)	5/31/2016 0:00	11/16/2015 0:00	12/7/2018
AI438-047	USA	193	Cancelled	Not Recruiting	Fessel	Jeffrey	Kaiser Permanente Medical Center Clinical Trials Unit			12/7/2018
AI438-047	USA	194	Active	"Active, Not Recruiting"	Slim	Jihad	Saint Michaels Medical Center		3/2/2016 0:00	12/7/2018
AI438-047	United Kingdom	22	Active	Recruiting	Pozniak	Anton	Chelsea & Westminster Hospital		10/7/2015 0:00	12/7/2018
AI438-047	United Kingdom	23	Clinically Complete	Recruiting	Hay	Phillip	St George'S Hospital Medical School	9/8/2016 0:00	11/16/2015 0:00	12/7/2018
AI438-047	United Kingdom	24	Clinically Complete	Recruiting	Leen	Clifford	Western General Hospital	9/5/2016 0:00	1/19/2016 0:00	12/7/2018
AI438-047	United Kingdom	30	Clinically Complete	Completed	Herieka	Elbushra	Royal Bournemouth Hospital	8/12/2016 0:00	10/14/2015 0:00	12/7/2018
AI438-047	United Kingdom	41	Clinically Complete	Recruiting	Sahota	Amandip	Leicester Royal Infirmary	7/15/2016 0:00	11/16/2015 0:00	12/7/2018
AI438-080	USA	1	Active	Completed	Kam	Jeanelle	Covance Dallas Clinical Research Unit		8/16/2016 0:00	12/7/2018
AI443-144	Japan	1	Active	"Active, Not Recruiting"	Itagaki	Shuji	EPS Corporation		1/1/2018 0:00	12/7/2018
AI443-147	Japan	1	Active	Recruiting	Sasaki	Yutaka	Kumamoto University Hospital		3/30/2018 0:00	12/7/2018
AI443-148	Japan	1	Active	Completed	Yoshiji	Hitoshi	Nara Medical University Hospital		9/25/2017 0:00	12/7/2018
AI443-149	Japan	1	Active	Completed	Nakamuta	Makoto	National Hospital Organization Kyushu Med Ctr		1/15/2018 0:00	12/7/2018
AI444-046	Argentina	176	Clinically Complete	Completed	Corral	Jorge	Centro Oncologico Integral	8/24/2016 0:00	10/1/2013 0:00	12/7/2018
AI444-046	Argentina	177	Clinically Complete	Completed	Fainboim	Hugo	Ciprec	11/18/2016 0:00	10/23/2013 0:00	12/7/2018
AI444-046	Argentina	29	Clinically Complete	Completed	Bessone	Fernando	Instituto Centralizado De Asistencia E Investigacion Clinica	2/16/2016 0:00	8/13/2012 0:00	12/7/2018
AI444-046	Argentina	30	Clinically Complete	Completed	Gadano	Adrian	Hospital Italiano De Buenos Aires	4/28/2016 0:00	8/2/2012 0:00	12/7/2018
AI444-046	Argentina	31	Clinically Complete	Completed	Romero	Gustavo	Fundacion Cidea De Paraguay	5/19/2016 0:00	12/3/2012 0:00	12/7/2018
AI444-046	Argentina	32	Clinically Complete	Completed	Silva	Marcelo	Hospital Austral	4/28/2017 0:00	6/7/2012 0:00	12/7/2018
AI444-046	Australia	167	Cancelled	Not Recruiting	Thompson	Alexander	St Vincents Hospital			12/7/2018
AI444-046	Australia	168	Not Selected	Not Applicable	Crawford	Darrell	Greenslopes Private Hospital Dispensary			12/7/2018
AI444-046	Australia	169	Cancelled	Not Recruiting	Zekry	Amany	St. George Private Hospital			12/7/2018
AI444-046	Australia	170	Cancelled	Not Recruiting	MacQuillan	Gerry	Sir Charles Gairdner Hospital			12/7/2018
AI444-046	Australia	171	Clinically Complete	Completed	Bloch	Mark	Holdsworth House Medical Practice	8/30/2016 0:00	9/10/2013 0:00	12/7/2018
AI444-046	Australia	172	Not Selected	Not Applicable	Weltman	Martin	Nepean Hospital			12/7/2018
AI444-046	Australia	79	Clinically Complete	Completed	Sievert	William	Monash Medical Center	3/27/2018 0:00	1/24/2013 0:00	12/7/2018
AI444-046	Australia	81	Clinically Complete	Terminated	Roberts	Stuart	The Alfred Hospital	1/29/2014 0:00	3/5/2013 0:00	12/7/2018
AI444-046	Australia	82	Clinically Complete	Completed	Riordan	Stephen	Prince Of Wales Hospital	10/27/2015 0:00	8/21/2012 0:00	12/7/2018
AI444-046	Australia	83	Clinically Complete	Completed	Dore	Gregory	St Vincent'S Hospital (Nsw)	4/5/2018 0:00	10/4/2012 0:00	12/7/2018
AI444-046	Australia	84	Cancelled	Cancelled	Cheng	Wendy	Royal Perth Hospital			12/7/2018
AI444-046	Australia	85	Cancelled	Cancelled	Mollison	Lindsay	Fremantle Hospital			12/7/2018
AI444-046	Australia	86	Clinically Complete	Completed	Strasser	Simone	Royal Prince Alfred Hospital	4/14/2016 0:00	8/20/2012 0:00	12/7/2018
AI444-046	Australia	87	Cancelled	Cancelled	Galhenage	Sumedha	Fremantle Hospital			12/7/2018
AI444-046	Australia	88	Clinically Complete	Completed	Tse	Edmund	Royal Adelaide Hospital	3/29/2018 0:00	6/21/2012 0:00	12/7/2018
AI444-046	Australia	89	Clinically Complete	Completed	Macdonald	Graeme	Pathology Queensland Princess Alexandra Hospital	4/21/2016 0:00	9/25/2012 0:00	12/7/2018
AI444-046	Australia	90	Clinically Complete	Completed	George	Jacob	Westmead Hospital	4/29/2016 0:00	2/4/2013 0:00	12/7/2018
AI444-046	Australia	91	Cancelled	Cancelled	Angus	Peter	Austin Health			12/7/2018
AI444-046	Brazil	104	Active	Completed	Cheinquer	Hugo	Hospital De Clinicas De Porto Alegre		10/17/2014 0:00	12/7/2018
AI444-046	Brazil	105	Cancelled	Not Recruiting	Ferreira Filho	Raymundo Parana	Universidade Federal Da Bahia			12/7/2018
AI444-046	Brazil	106	Clinically Complete	Completed	Abrao Ferreira	Paulo	Unifesp-Univ Federal S.Paulo	8/20/2018 0:00	2/25/2015 0:00	12/7/2018
AI444-046	Brazil	107	Cancelled	Not Recruiting	Goncales	Fernando Lopes	Unicamp			12/7/2018
AI444-046	Brazil	108	Clinically Complete	Completed	Grinsztejn	Beatriz	Hospital Evandro Chagas Fiocruz	11/7/2018 0:00	2/9/2015 0:00	12/7/2018
AI444-046	Brazil	109	Cancelled	Not Recruiting	Mendes Correa	Maria Cassia	Hospital Das Clinicas Da Faculdade De Medicina Da Universida			12/7/2018
AI444-046	Brazil	110	Cancelled	Not Recruiting	Ferraz	Maria Lucia	Unifesp-Univ Federal S.Paulo			12/7/2018
AI444-046	Brazil	111	Cancelled	Not Recruiting	Pereira	Patricia	Fundacao Faculdade Regional De Medicina S J Rio Preto			12/7/2018
AI444-046	Brazil	112	Cancelled	Not Recruiting	Lyra	Andre Castro	Hospital Sao Rafael			12/7/2018
AI444-046	Brazil	113	Cancelled	Not Recruiting	Parise	Edison	Unifesp-Univ Federal S.Paulo			12/7/2018
AI444-046	Brazil	114	Cancelled	Not Recruiting	Coelho	Henrique Sergio	Hospital Universitario Clementino Fraga Filho			12/7/2018
AI444-046	Brazil	115	Cancelled	Not Recruiting	Santos	Eliana	Clinica de Doencas Infecciosas e Parasitarias			12/7/2018
AI444-046	Brazil	116	Cancelled	Not Recruiting	De Andrade Neto	Jose Luiz	Instituto A-Z De Pesquisa E Ensino			12/7/2018
AI444-046	Brazil	166	Active	Completed	Brandao Mello	Carlos Eduardo	Hospital Univ.Gaffree Guinle		2/24/2015 0:00	12/7/2018
AI444-046	Canada	165	Clinically Complete	Recruiting	Conway	Brian	Vancouver ID Research and Care Centre Society	1/29/2018 0:00	4/5/2013 0:00	12/7/2018
AI444-046	Canada	192	Cancelled	Not Recruiting	Elkhashab	Magdy	Toronto Liver Centre			12/7/2018
AI444-046	Canada	219	Clinically Complete	Recruiting	Wong	Alexander	Regina General Hospital	3/28/2018 0:00	8/15/2017 0:00	12/7/2018
AI444-046	Canada	220	Clinically Complete	Recruiting	Wong	Florence	Toronto General Hospital	6/7/2018 0:00	7/21/2017 0:00	12/7/2018
AI444-046	Canada	226	Planned	Not Recruiting	Hilzenrat	Nir	Jewish General Hospital			12/7/2018
AI444-046	Canada	33	Clinically Complete	Recruiting	Ghesquiere	Wayne	Percuro Clinical Research Ltd	1/11/2018 0:00	2/7/2012 0:00	12/7/2018
AI444-046	Canada	34	Clinically Complete	Recruiting	Lee	Samuel	Heritage Medical Research Clinic	2/6/2018 0:00	5/28/2012 0:00	12/7/2018
AI444-046	Canada	35	Clinically Complete	Recruiting	Ramji	Alnoor	Gastrointestinal Research Institute (G.I.R.I.)	1/31/2018 0:00	2/7/2012 0:00	12/7/2018
AI444-046	Canada	36	Clinically Complete	Recruiting	Shafran	Stephen	University Of Alberta Hospital	3/29/2018 0:00	4/18/2012 0:00	12/7/2018
AI444-046	Canada	38	Clinically Complete	Recruiting	Sherman	Morris	Toronto General Hospital	5/24/2017 0:00	7/31/2012 0:00	12/7/2018
AI444-046	Canada	102	Clinically Complete	Recruiting	Shah	Hermant A.	Toronto General Hospital	6/14/2017 0:00	7/3/2012 0:00	12/7/2018
AI444-046	Denmark	62	Clinically Complete	Completed	Weis	Nina	Hvidovre Hospital	6/17/2016 0:00	9/24/2012 0:00	12/7/2018
AI444-046	Denmark	80	Clinically Complete	Completed	Brehm Christensen	Peer	Odense University Hospital	6/16/2016 0:00	8/29/2012 0:00	12/7/2018
AI444-046	France	205	Clinically Complete	Completed	Loustaud-Ratti	Veronique	Chu De Limoges	8/29/2017 0:00	9/16/2013 0:00	12/7/2018
AI444-046	France	46	Clinically Complete	Completed	Hezode	Christophe	Chu Henri Mondor	3/28/2017 0:00	6/14/2012 0:00	12/7/2018
AI444-046	France	47	Clinically Complete	Completed	Ratziu	Vlad	Groupe Hospitalier Pitie Salpetriere	10/5/2017 0:00	6/27/2012 0:00	12/7/2018
AI444-046	France	48	Clinically Complete	Completed	Zoulim	Fabien	Hopital De La Croix Rousse	10/5/2016 0:00	6/14/2012 0:00	12/7/2018
AI444-046	France	49	Clinically Complete	Completed	De Ledinghen	Victor	Hopital Du Haut-Leveque	6/20/2017 0:00	5/22/2012 0:00	12/7/2018
AI444-046	France	50	Cancelled	Not Applicable	Causse	Xavier	Hopital De La Source			12/7/2018
AI444-046	France	51	Clinically Complete	Completed	Alric	Laurent	Chu Purpan - Hopital Casselardit	2/9/2017 0:00	11/18/2013 0:00	12/7/2018
AI444-046	France	52	Clinically Complete	Terminated	Mathurin	Philippe	Chru De Lille - Hopital Claude Huriez	11/26/2013 0:00	6/8/2012 0:00	12/7/2018
AI444-046	France	58	Clinically Complete	Completed	Larrey	Dominique	Hopital Saint Eloi	11/9/2017 0:00	6/19/2012 0:00	12/7/2018
AI444-046	France	59	Clinically Complete	Completed	Marcellin	Patrick	Hopital Beaujon	12/20/2017 0:00	12/21/2012 0:00	12/7/2018
AI444-046	France	60	Clinically Complete	Completed	Serfaty	Lawrence	Hopital Saint Antoine	9/12/2017 0:00	5/4/2012 0:00	12/7/2018
AI444-046	France	61	Clinically Complete	Completed	Schnee	Matthieu	C.H.D. De La Roche-Sur-Yon	10/10/2016 0:00	7/17/2013 0:00	12/7/2018
AI444-046	France	65	Clinically Complete	Completed	Pol	Stanislas	Hopital Cochin	9/28/2017 0:00	9/17/2012 0:00	12/7/2018
AI444-046	France	66	Clinically Complete	Completed	Tran	Albert	Hopital De L'Archet 2	12/4/2017 0:00	6/21/2012 0:00	12/7/2018
AI444-046	France	67	Clinically Complete	Completed	Bronowicki	Jean-Pierre	Hopital Adultes De Brabois	10/27/2017 0:00	11/14/2012 0:00	12/7/2018
AI444-046	France	68	Clinically Complete	Completed	Bourliere	Marc	Hopital Saint Joseph	10/19/2017 0:00	6/25/2012 0:00	12/7/2018
AI444-046	Germany	39	Clinically Complete	Completed	Zeuzem	Stefan	Johann Wolfgang Goethe Universitaet	6/28/2016 0:00	3/26/2012 0:00	12/7/2018
AI444-046	Germany	40	Clinically Complete	Completed	Gerken	Guido	Universitaetsklinikum Essen	2/9/2017 0:00	3/15/2012 0:00	12/7/2018
AI444-046	Germany	41	Clinically Complete	Completed	Pathil-Warth	Anita	Universitaetsklinik Heidelberg	3/8/2017 0:00	3/16/2012 0:00	12/7/2018
AI444-046	Germany	42	Clinically Complete	Completed	Manns	Michael	Medizinische  Hochschule Hannover	7/14/2015 0:00	4/12/2012 0:00	12/7/2018
AI444-046	Germany	43	Clinically Complete	Completed	Mauss	Stefan	Gemeinschaftspraxis	3/12/2015 0:00	3/15/2012 0:00	12/7/2018
AI444-046	Germany	44	Clinically Complete	Completed	Petersen	Joerg	Ifi Institut Fur Interdisziplinare Medizin	6/11/2015 0:00	2/28/2012 0:00	12/7/2018
AI444-046	Germany	45	Clinically Complete	Not Recruiting	Galle	Peter	Johannes -Gutenberg Universitat	2/23/2016 0:00	5/9/2012 0:00	12/7/2018
AI444-046	Ireland	206	Clinically Complete	Completed	Norris	Suzanne	St. James'S Hospital	9/13/2017 0:00	11/29/2013 0:00	12/7/2018
AI444-046	Ireland	78	Clinically Complete	Completed	Lambert	John	Mater Misericordiae University Hospital	8/16/2017 0:00	4/2/2013 0:00	12/7/2018
AI444-046	Italy	207	Cancelled	Not Recruiting	Colombo	Massimo	Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico			12/7/2018
AI444-046	Italy	208	Clinically Complete	Completed	Lazzarin	Adriano	Ospedale S. Raffaele Div. Mal. Inf.	3/13/2017 0:00	4/1/2014 0:00	12/7/2018
AI444-046	Italy	211	Cancelled	Not Recruiting	Raimondo	Giovanni	Policlinico Universitario			12/7/2018
AI444-046	Italy	95	Clinically Complete	Completed	Brunetto	Mauriziarossana	A.O.Univ. Pisana	11/3/2017 0:00	4/19/2012 0:00	12/7/2018
AI444-046	Italy	96	Clinically Complete	Completed	Taliani	Gloria	Policlinico Umberto I	3/2/2016 0:00	8/3/2012 0:00	12/7/2018
AI444-046	Italy	97	Clinically Complete	Completed	Smedile	Antonina	A.O.U. San Giovanni Battista Di Torino	3/14/2017 0:00	8/21/2012 0:00	12/7/2018
AI444-046	Italy	98	Clinically Complete	Completed	Filice	Gaetano	Irccs Policlinico San Matteo	11/25/2015 0:00	11/29/2012 0:00	12/7/2018
AI444-046	Italy	103	Clinically Complete	Completed	Castelli	Francesco	Spedali Civili	3/23/2016 0:00	10/9/2012 0:00	12/7/2018
